b'id',b'handle',b'message',b'location',b'polarity'
,,,,
b'882',b'babsawo',"b'@ihe69 Funny enough, i have igbo friends that support, like, and admire the president. You dare not bring ipob matter near them, else they will devour you verbally'",b'PORT HARCOURT NIGERIA',0
,,,,
b'883',b'datperfectJOINT',b'@flakewave_ @ShowDemCamp Clone Wars Vol. IV: the Buhari times is a different whole level',b'Sumwher at anitym',0
,,,,
b'884',b'UncleCc23',"b'@Olaneeyee @AOFAMIYESIN @von_Bismack @jacksonpbn 30k BMC zombie paid poster, keep saying trashy lies that u know are lies. U are not blind, yorubas on Twitter are wishing buhari dead. Amotekun Yorubas have become 99% ipob too \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'",b'',0
,,,,
b'885',b'Ndubuisiijeoma3',"b""@Kempez2017 @DrJoeAbah Well, the almajiris r trained to beg but these guys r not....u may not understand until one almajiri gets hold of ur bag. That's when u will know that these guys r seriously joking here.""",b'Port Harcourt Nigeria',1
,,,,
b'886',b'fowofola',b'@nwaEleberi @atiku @TheShehus Atleast Nigeria will be better if your APc party people like Tinubu &amp; the rest can do the same thing. Dead ass!!!\xf0\x9f\x98\xa4\xf0\x9f\xa4\xac',b'',0
,,,,
b'887',b'iahmadzh',"b'@sunildeesu @MaulikMoney @DrTedros @WHO Christians do, they are not stupid and rapists like you #IndianTerrorists'","b'Sialkot, Pakistan'",0
,,,,
b'888',b'DRElMo_ATIKU',"b""@IKOLAHOSHOBUGIE That was fake news. Let them make an official statement to that regard. We saw how the Bauchi government made their own clear in a press release. Have they ever told you anything that is true about Buhari's health before? Read the press release \xf0\x9f\x91\x87 #COVID2019 #CoronaVirusInNigeria https://t.co/XuamI9zYhI""",b'',0
,,,,
b'889',b'olusegunmamora',b'#covid19 testing in Nigeria seems to be directed at the political class and the rich. Are we waiting for the poor people to drop dead? How many test has been done in Nigeria? Take the campaign to the grass roots and now @NCDCgov',"b'Lagos, Nigeria'",0
,,,,
b'890',b'JayHSalem',"b""Of course they won't. Communists and Leftists despise anyone with sincere religious beliefs; they persecute and kill Christians and Buddhists and Falun Gong every day.\n\nIf Democrats gain power here, in the end it won't be much different\nhttps://t.co/zFXkGuUzId""","b'Stafford Springs, CT'",0
,,,,
b'891',b'KabiruMisali',"b""@onwukaJr @daily_trust Haha, frustrated Ogbuehi Izuchukwu Onwuka you're really in morase and true definition of frustration. Your crass ignorance is evidently appalling. Don't you understand that you are literally a rat? Hence Biafrat! Anumanu.""","b'Dutsin-ma, Nigeria'",0
,,,,
b'892',b'BukarMeleh',b'@AbbaJidda1 @GEJonathan @MBuhari @BashirAhmaad @DokunOjomo @daily_trust @Waspapping_ Where are the so called 165 Almajiri school u claimed ur hero @GEJonathan  built. Pls mention at least one functional.',"b'Maiduguri, Borno State Nigeria'",0
,,,,
b'893',b'UdeIgiri',b'Do you know what it means for Biafra to be restored? That means Black people any where they are will be respected because they regains their pride and superiority.\nChukwu okike abiama gozie Mazi Nnamdi Kanu na indi ezina ulo IPOB',b'Every Where',0
,,,,
b'894',b'Almajiri_Salim',"b""@Realoilsheikh @DrJoeAbah Wayyo cikina. So twitter almajiri's no get name yet. Let me help them #twitmajiris""",b'',0
,,,,
b'895',b'Abunaah',b'Why we need fake news and social media bill \xf0\x9f\x98\x82\nBuhari till 2023! You and your fellow bigots below this tweet should like your momma\xe2\x80\x99s ass! https://t.co/XYwNAQpE2u',"b'Abuja, Nigeria'",0
,,,,
b'896',b'SardineBread',"b""Some countries are running out of mortuary space to bury Corona dead cases, they're now storing bodies in the ice. \n\nCorona keeps getting more serious day by day \xf0\x9f\x99\x88\n\nNow 50 solid cases in Nigeria out of 150 tested \xf0\x9f\xa4\x92 25% #COVID\xe3\x83\xbc19""","b'Lagos, Nigeria'",0
,,,,
b'897',b'n6oflife6',"b""Several Presidential Candidates were in our Last Election. In this Corona Crises we haven't heard from Any of them from Fela, to the Almajiri, NOTHING! We v Heard from @atiku even more than PMB. 2023 some new Vultures will Emerge &amp; Una go Forget who Showed up when it Mattered.\xf0\x9f\x87\xb3\xf0\x9f\x87\xac""",b'',0
,,,,
b'898',b'Derrick31120526',b'@Igbolion2 @DailyPostNGR And your father and families are all animals..... \n That\xe2\x80\x99s why Hausa and Yoruba will continue to kill and downgrade you the Igbos.....',"b'Dortmund, Germany'",0
,,,,
b'899',b'ksangwenya',b'@Zakhe_Mazibuko Somethings are stupid but we as Christians are not ready for that conversation',"b'Boksburg, South Africa'",0
,,,,
b'900',b'davidnnachi80',"b'The materials submitted today to \n@AgnesCallamard\n \n@UN\n were signed by me, as the leader of #IPOB, as well as IPOB U.S. National Coordinator Dr. Clement Okoro, and 22 state coordinators from across the U.S.'",b'',0
,,,,
b'901',b'JACOB_GAB',"b""@nnaemeka_anene @Drmuzoic @DrOlufunmilayo @ProfOsinbajo @MBuhari @NGRPresident @FinMinNigeria @DrAhmadLawan @femigbaja You ediots! Both Buhari and Osinbajo have been on 50% pay cut since June 2015! Your social media gods ridiculed them, and then trended the fake news that they were intending to reduce salary of ministers and N'Ass. Shush!\xf0\x9f\x98\x8e""","b'Lagos, Ibadan, Osogbo, Nigeria'",0
,,,,
b'902',b'KDHSSD',"b""The Tsangayu, despite demonstrating will to evacuate their pupils, are demonstrably unable to convey them to their homes. This inherent lack of resources is one reason for Almajiri roaming the streets as the schools can't provide adequate food, hygiene, medicare &amp; shelter. https://t.co/han2RIoT3N""","b'Kaduna, Nigeria'",0
,,,,
b'903',b'hydarabubakar',"b""@Realoilsheikh Talk about almajiri now and they'll be the first to drag the north and our ancestors with all sort of foul language. Here they are begging on the streets of twitter.Worst of it all, they are doing it with pride""",b'Nomadic',0
,,,,
b'904',b'Ebonyblac',"b""@Piusobansa @MBuhari You that is tweeting this is the one spreading hate smh. How did you come to the conclusion that igbo people are jubilating. I'm not igbo but this your post makes you an evil person spreading hate""","b'Lagos, Nigeria'",0
,,,,
b'905',b'Umarfarukadamu7',b'@Bellomatawalle1 Nice move and policy direction to prevent COVID-19 and welfare of the masses will encourage stay-home-safe.. Kudos especially on Almajiri schools',b'Nigeria',0
,,,,
b'906',b'ZRanchLady',"b'Their act is starting to show!\n\nThey\'re part of the #AGENDA21 #badactor group of ""self isolating"" celebs who are ACTING freaked out &amp; trying to drive folks to PANIC &amp; go get a VACCINE.\n\nA Vaccine that could KILL YOU.\n\nThis 9 minutes could SAVE LIVES:\nhttps://t.co/tt1igothwd https://t.co/q1h6FqNFLG'","b'Washington, USA'",0
,,,,
b'907',b'Odins_Asgard',"b'@DrJoeAbah @Runkeeper All these people begging for money on Twitter,  what exactly are you doing here? Tweeting your lives away and hoping for handouts like Almajiri. If you spend some time off social media, maybe your creative senses can be reformatted to be useful once more.'",b'Valhalla',0
,,,,
b'908',b'Arne_S_Nielsen',b'BUSINESS\xc2\xa0AS\xc2\xa0USUAL? Employees working from home is new for many companies. To us that has been the normal for many years. Our office is where our brains are. We use HCL Connections as our digital office for distributed work. Want to learn more? #hclconnections #homeoffice https://t.co/hchVq7awbr',b'Norway',0
,,,,
b'909',b'Umarfarukadamu7',b'@Meeemaehh @BashirAhmaad @NSCIAng @meemaehh you on the track and nice contribution on Almajiri Prevention on COVID-19',b'Nigeria',0
,,,,
b'910',b'paskael',"b""@fkeyamo Tell your colleagues who have stolen Nigeria's common wealth that God will punish them alive or dead. However, it is not in our place to wish anyone dead but my God is a consuming fire.""","b'Lagos, Nigeria'",1
,,,,
b'911',b'Realoilsheikh',"b""Certified beggars that do such with impunity in just four frames.\n\nEntirely devoid of common sense. The Almajiri boys roaming the streets are more honorable than these cooperate &amp; shameless beggars. It isn't about the number of children, but about responsible parenting. NA THEM! https://t.co/cygWig6clF""","b'Kaduna, Nigeria'",0
,,,,
b'912',b'SirJeffrey6',"b'@dili_God @AbbaJidda1 @AleeyuBamally @GEJonathan @MBuhari @BashirAhmaad @DokunOjomo @daily_trust @Waspapping_ PDP built road to Buhari village, and the inkyvdecent primary school there was Good luck Almajiri school.'",b'Rhemaland',0
,,,,
b'913',b'lastkingdom55',b'@DrJoeAbah Awon Almajiri with sense of entitlement.',"b'Abuja, Nigeria'",1
,,,,
b'914',b'IjemJeffy',b'@MaziNnamdiKanu @AgnesCallamard @UN We move quicker than they thought\nWe are IPOB\xf0\x9f\x92\xa5\xe2\x9c\x8a\xf0\x9f\x8f\xbe',b'Nigeria# coal city#',0
,,,,
b'915',b'Sir_BenBoye',"b'@iam_7even Trump is showing leadership qualities in the face of uncertainties, giving hope (no matter how fake they may call it) gingering the health practitioners and FDA.\n\nIf only Buhari can do tenth of that.'",b'One Country at a time',0
,,,,
b'916',b'adediran_alade',b'@abminu @OgbeniCzar @APCUKingdom @NOA_Nigeria @GarbaAbari @MBuhari @ProfOsinbajo @NigeriaGov @FMICNigeria @FMWHNIG @TradeInvestNG @NextLevel_APC @apcyouthomoodua @dgebis @trueNija @shittu10 @Equityoyo We need the agency but the current head should be removed immediately @NigeriaGov kindly do the needful about NOA.. the agency is dead and buried. Let a fresh person with ideas man the agency now',b'Nigeria',0
,,,,
b'917',b'Realoilsheikh',"b'@DrJoeAbah \xf0\x9f\x98\x82 \xf0\x9f\x98\x82 \xf0\x9f\x98\x82 Na them. \xf0\x9f\x98\x82 \xf0\x9f\x98\x82 \xf0\x9f\x98\x82\n\nAlmajiri boys begging on the streets are more Honorable than these poverty ridden things. Same people that will insult you in the TL, then come to your DM &amp; ask for money, as though you gave birth to them.'","b'Kaduna, Nigeria'",0
,,,,
b'918',b'EChibuihe',b'Satanic dinning room called Aso Rock is in total mess.. @MBuhari  died @Abbakyari_ recruited Jubril from Sudan to make sure no shift in power against their fulanization and islamization agenda.. #IPOB @MaziNnamdiKanu the only source of truth in zoo. @realFFK https://t.co/BLj2STVDD7',b'',1
,,,,
b'919',b'ElSirleem',"b""@habeelz @kamal_ish @Aj__Gali @_almajiri @amigoumar @Tistagreat @lateeldoe @Abubakarogaji @Quans_tweet @RaboAbdulsamad 3rd frame\xf0\x9f\x94\xa5, I've go something similar dropping soon \xf0\x9f\x92\xaa\xf0\x9f\x8f\xbd""","b'Jos, Abuja, Nigeria'",0
,,,,
b'920',b'opennewswindow',"b'Popular Nollywood star, Dareng is dead \xe2\x80\x93 Daily Post Nigeria https://t.co/1xupgcpBEo'","b'Lagos, Nigeria'",0
,,,,
b'921',b'OgonnayaMbaka',b'Does protecting the President by all means include giving us another clone?\n\n#CovidNGR \nTB Joshua https://t.co/Gyc9KiLJFp https://t.co/YHfJzNdFUO',b'',0
,,,,
b'922',b'arraki_un',"b""@olacapital @Dattes @agbala19 You can't achieve your divisive mission on Twitter, act don't just rant. IPOB has said the worst, declare your Republic nobody cares.""",b'  Nigeria',0
,,,,
b'923',b'OlaBabatunde11',"b""@CovenantBuhari Don't know why he couldn't be flown to abroad, US or UK, for better treatment. The Nigeria govt has the money, or do you want him dead?""","b'Ilu Awon Aje, Nigeria'",0
,,,,
b'924',b'ChinasaNworu',b'IPOB submits human rights abuses documented evidence to UN @MaziNnamdiKanu @realDonaldTrump @Isaiahuba @USEmbassyAbuja @AJStream @AloyEjimakor @PunchlineAfric @realFFK https://t.co/QpU2N5k5jl',b'',0
,,,,
b'925',b'nbnews247',b'Vigilante flees after shooting hairdresser dead in Lagos \xe2\x80\x93 Ladun Liadi\xe2\x80\x99s Nigeria News\n \nhttps://t.co/SLquE4AGh6 https://t.co/wVlJ9LPs9h',"b'Lagos, Nigeria'",0
,,,,
b'926',b'Cho_Dazzle',"b'@adamugarba So why do we have a Power Minister if a Chief of Staff (unelected, not appointed power sector leader) is going to do the job?. Its a pity you do not see any fault in this just like you do not see any fault in the almajiri system.'",b'Nigeria',0
,,,,
b'927',b'ChukwudubemIgb1',"b'@MaziNnamdiKanu @AgnesCallamard @UN More Strength, Wisdom and Understanding from Elohim ChukwuOkikeAbiama to you My Messiah Lord Mazi Nnamudi Kanu the Supreme Leader of IPOB Family Worldwide, to enable you Complete the Great Mission that Elohim sent you to come &amp; Accomplishe in this Planet Earth All Hail Biafra! https://t.co/VTsI47IeAL'","b'Canicatt\xc3\xac, Sicilia'",0
,,,,
b'928',b'BiafraOn',b'@gimbakakanda Buhari is dead and Jubril All sudani is Nigeria President. But Nnamdi KANU has been saying this',b'United Arab Emirates',1
,,,,
b'929',b'NwabunwanneRaph',"b'@BashirAhmaad @MuhdMusaBello @OfficialFCTA @Coronavirus is not our problem, our problem is @government and that @government is @Nigeria @fulani @government full of evil @terrorists Islamic agenda, freedom is better than slavery,'","b' ANAMBRA, NIGERIA.'",0
,,,,
b'930',b'Andrew_InStre',"b'There should be a TVC Ad with Madam Amebo doing handwashing and educating Nigerian Market women to ""Social Distancing"" in the market. Who doesn\'t know Amebo in Nigeria? Unless the person is dead.  @TVCconnect #YourViewTVC'","b'Streatham State, London'",0
,,,,
b'931',b'chrisamaechi',"b""@DrJoeAbah And most of them are quick to condemn Almajiri's.\nThey have no shame.\nTwitter Bambialla.""",b'Nigeria.',0
,,,,
b'932',b'philippcaesar',"b'Inspiring message by @MarriottIntl CEO Arne Sorenson. In tough times you need leaders like him. Honest, empathetic and unselfish. #arnesorenson #leadership #COVID2019 #Marriott \nhttps://t.co/kgXlvf9Ebn'",b'M\xc3\xbcnchen',0
,,,,
b'933',b'jerkins_prince',b'@oswellcole I will be leaving this ZOO called Nigeria to Ghana',b'',1
,,,,
b'934',b'nbnews247',b'Rwandan police shoot dead two people who defied coronavirus lockdown orders \xe2\x80\x93 Laila\xe2\x80\x99s Nigeria News\n\nhttps://t.co/67plCPAU7f https://t.co/8k2DU5do6k',"b'Lagos, Nigeria'",0
,,,,
b'935',b'EmmaTex39884089',b'@NNzeadibe @VP This is very bad from all this zoo Nigeria police .',b'',1
,,,,
b'936',b'oluwa_leke',b'@ComradeAdebayo How long can dey hide under their dead shadow? Nigeria will be great again',"b'Federal Capital Territory, Nigeria'",0
,,,,
b'937',b'Gemopinion',"b'@whoisfrance @jacksonpbn @BetaKoncept While Buhari\xe2\x80\x99s positive status might be possible as a result of his unrepentant affinity to Kyari, but no doubt, people like Jackson Ude, will always conjure \xe2\x80\x9ctry &amp; luck\xe2\x80\x9d conspiracy theories using realities of the moment. It\xe2\x80\x99s same scam format fake pastors use in their prophecies'",b'',0
,,,,
b'938',b'Braiiny2',"b'Dear @GovUmarGanduje @dawisu \n\nplease do something about these almajirai that are roaming the streets of kano,lots might be infected if one of these almajiri boys got infected...Please sir @GovUmarGanduje evacuate them back to their villages \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbe\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbe\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbe'","b'Kano, Nigeria, Blue earth,Mn.'",0
,,,,
b'939',b'ValMary89666872',"b'@Tutsy22 Even after all this efforts, they will still die, this will prove to the other evil men that will join them sooner than later that the Supreme God is in charge of the affairs of men,from Fulani agenda, to borrowing billion of USD to steal.'",b'',0
,,,,
b'940',b'zele_ent',"b""All Nigeria LEADERS from independence till date either dead or alive deserve to be FLOG for the Mess they created. We're almost 60years nothing to show for it. \n\nIts sickening. \xf0\x9f\xa4\xa1\xf0\x9f\xa4\xa1\xf0\x9f\xa4\xa1""",b'',0
,,,,
b'941',b'Wah33dah',b'As Kano is shutting down I hope it includes all markets in Kano too. Is the state going to do anything about the almajiri children still roaming about? cc @dawisu',b'Nigeria',0
,,,,
b'942',b'africatechie',b'@christ4lifeme @DonKlericuzio Your love for fake news is mind blowing. You don\xe2\x80\x99t follow me. You don\xe2\x80\x99t know anything about who or what I love. It was Buhari in that plane.',b'Cameroon',0
,,,,
b'943',b'freddymarshal',"b'@jacksonpbn Is any President in d world flying down 2 Nigeria 4 Medical treatment? Are there no hospitals, Medical Researchers &amp; even Profs of Medicine in Nigeria. I don\xe2\x80\x99t hate PMB 2 d point of wishing him dead.Yet,he must stay in Nigeria &amp; enjoy d health sector he has assented billions for.'",b'',0
,,,,
b'944',b'MrOdanz',"b'I don\'t know how you guys feel about glorifying ""God"" as this vindictive, murderous person.\n\nHe has to kill over 10,000 people (including Christians) just to teach a few wicked leaders a lesson? https://t.co/mkBC6tfOgW'",b'Karshen Duniya',0
,,,,
b'945',b'lyklaharpa',"b'@robmcallen9565 @DawudSuleiman10 @AtheistRepublic I went to LGBT page from Faroe Islands,a lot of homophobic christians keep sprouting their hatred on gays and lesbians,and I find it very stupid and futile'","b'K\xc3\xb3pav\xc3\xadk, Spattamark'",0
,,,,
b'946',b'tajudine2013',"b""@olacapital @ikembaNigeria @ChiefOjukwu I don't. He is celebrating Buhari fake sickness. Maybe he will be the next victims who know \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82""","b'Lagos, Nigeria'",0
,,,,
b'947',b'kalexbran',"b'To our able leaders of zoo.... you have no cause to be panic at Coronavirus in as much you know how to embezzle money that belongs to whole Nigeria and money belong to Mercies, you must also know how to embezzle coronavirus congratulations in advance to you @NGRPresident'",b'',0
,,,,
b'948',b'itz_faizan',b'@Indalan_Bamalli Almajiri with standard',b'#KANURI \xe2\x9c\xa8ARCHITECT / TPL',0
,,,,
b'949',b'mabra_osas',b'Bambiala everywhere \n\nI thought this is Twitterng not \n\nAlmajiri Twitter',"b'London, England'",0
,,,,
b'950',b'musa_padah',b'@Sajoh__ Arne! \xf0\x9f\x95\xb5',"b'Gombe, Nigeria'",0
,,,,
b'951',b'MahmudGadauji',"b'Later on they will be demanding harsh terms be imposed on Innocent abandoned Almajiri children. This is not Poverty, this is Greed! https://t.co/PgA2khVVgF'",b'Apo Hills',0
,,,,
b'952',b'olusogaowoeye',"b'It is unrealistic to think that the bitter opposition in Nigeria won\xe2\x80\x99t want Buhari dead,it is our church mind doing that. Some of this people\xe2\x80\x99s livelihood have been seized, some, their live saving which they stole was forfeited. Imagine a homeless Buba Galadima wishing PMB well\xf0\x9f\xa4\xa3 https://t.co/QaeEe6xRIS'","b'Lagos, Nigeria'",0
,,,,
b'953',b'akaziamoni',b'Ipob\xe3\x80\x8bbe your brothers keeper  from our deputy leader Mazi uche mefor. Shalom Biafrans \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbd https://t.co/D62claKwjX',b'',0
,,,,
b'954',b'AkimAlasan',b'Henry Shield is an IPOB/PDP bigoted idiot who is bitter because the arrival of PMB put an abrupt end to the unmerited benefits he and his despicable cohorts were getting from the corrupt pdp govt. https://t.co/5iX4tggtPd',"b'Lagos, Nigeria '",0
,,,,
b'955',b'christ4lifeme',"b'@BOGbadamosi Yorubas are hypocrites, they fought the Igbos in Lagos and burn their votes for refusing to vote this same fulani terrorists because of their brother osibanjo, let all biafrans ignore them and focus on our struggle, they should be allowed to carry their evil cross \xe2\x9e\x95'",b'',1
,,,,
b'956',b'RobertJensen2',"b'He is willing to kill people to get re-elected, and he is not even hiding the fact.  He is fully prepared to trade American lives for votes.  And to think he is supported by Christians like @Franklin_Graham https://t.co/QkH3CHHALE'",b'PEI',1
,,,,
b'957',b'joejossy_12',b'Issorait. This is fake news because our Buhari tested negative and has since resume duties.... https://t.co/PcasrmRJ74',"b'Lagos, Nigeria'",0
,,,,
b'958',b'Tori_Nigeria',b'Rwandan Police Shoots Two Dead For  Defiling Coronavirus Lockdown Orders https://t.co/a1ALzIOmRI',"b'Lagos, Nigeria'",0
,,,,
b'959',b'adegokegalaxy',"b'Nigeria is definitely not a zoo. There is no other republic inside the Federal Republic of Nigeria.\n\nAll you are seeing is a season (I admit a protracted season), another season would come.\n\nThere is hope for a tree such that after it is cut down, it would sprout again. https://t.co/AeXEx5YFzK'","b'Lagos, Nigeria'",0
,,,,
b'960',b'arne_d_h',"b""@virtualcompute @mattblaze Or in some cases the spine. Or the skull. Or their families' skulls, spines, pelvises. And onward.""","b'Tranby, Norway'",0
,,,,
b'961',b'quantimevans',"b""@BartlettQuantum @arne_grimsmo @ARC_EQUS @sydney_physics Who would've thought that kicking everyone out of the office was the secret to getting that group meeting attendance up""",b'Sydney',0
,,,,
b'962',b'ArinzechukwuE13',b'@YoungOtutu @BiafraSk What a Zoo country it is. @MaziNnamdiKanu is right for referring Nigeria as a almighty zoo!',b'',1
,,,,
b'963',b'Idigwu1',b'@ezeoyibo @MaziNnamdiKanu Nigeria is a confirmed badly managed zoo. Oyedepo the crook and others have confirmed it but couldn\xe2\x80\x99t shamefully give @MaziNnamdiKanu credit for noticing and voicing that before them.',b'',1
,,,,
b'964',b'Abubakarogaji',b'@JohnJagaba @portable___ @Aj__Gali @_almajiri @habeelz @thefoxlens @Tistagreat @RaboAbdulsamad @MayorOfUyo @bekanenzino @DrifterShoots Last frame \xf0\x9f\x94\xa5',"b'Abuja, Nigeria'",0
,,,,
b'965',b'Starstruck_Deer',"b""@lioncub_dimitri well. not a war /here/- there's one between almyra and fodlan that's a bit of an ongoing thing, but we're out of the danger zone here.\n\nnot to say that there arne't bandits milling about- but i'm not trying to scare you.""","b'lozy!! (17, he/him)'",0
,,,,
b'966',b'seanblingz',"b""Wow, they found out right there on the plane that its malaria and not Corona virus ???\n\nKai, iz like you think we all went to Almajiri on Twitter ba...\n\nQuarantine that person immediately!!!!!\nThat's the right thing to do !!!!! https://t.co/WsElSLjv1g""",b'',0
,,,,
b'967',b'HarmeadA',"b""Them go call una almajiri, Una go call them ashawos\n\nThem go call una pedophile, Una go call them baby factories\n\nUna go call them frauds, yahoo yahoo them go call una abokis et cetera et cetera.\n\nNa normal level, so let's face COVID-19 for now. https://t.co/mkB0KUiUV2""",b'Nigeria',0
,,,,
b'968',b'TitanicFates',"b'Hi, my name is Mr. Arne Jonas Fahlstrom and I did not survive the Titanic.'",b'',0
,,,,
b'969',b'EchoOscarOscar',"b'@Abdulrahmanleme @Chimsky1 Bro-I am from the Middle-Belt,grew up and lived in Kano.There were times I was treated worse than below a dog because I am ""Arne"".\nWhen 9-11 happened-I had to shelter bcos of jubilation among some faithfuls in Northern Nigeria.Tsunami too.Really SAD.'",b'',0
,,,,
b'970',b'JohnJagaba',b'@Abubakarogaji @portable___ @Aj__Gali @_almajiri @habeelz @thefoxlens @Tistagreat @RaboAbdulsamad @MayorOfUyo @bekanenzino @DrifterShoots Did something like this too one time https://t.co/Q6UfNNJf50',"b'Zaria, Nigeria'",0
,,,,
b'971',b'Freedom51068944',"b""@fkeyamo Asking for forgiveness won't work, as a man of influence, make your own donations and contributions to help people around you survive the isolation. Faith without work is dead, spring into action. Don't deceive the already desperate people of Nigeria that it's God's doing""",b'',0
,,,,
b'972',b'OlalekanNR1',"b""Almajiri equals to control, it's all clear https://t.co/eDzeJ9gjnU""",b'',1
,,,,
b'973',b'MEtisiobi',b'VICTORY VICTORY VICTORY!!!  TO IPOB LEADERSHIP.... ELOHIM IS ALWAYS AVAILABLE TO HIS PEOPLE BIAFRA TO GUARD AND TO PROTECT IPOB WORLDWIDE ISEEEEEE ISEEEEEE ISEEEEEE. BELIEVE YOU ME  ALL THE ENEMY OF BIAFRA RESTORATION MUST PAY DEARLY FOR IT. CORONA VIRUS IS AROUND FOR D FIGHT https://t.co/Ol4WY3rcgW',b'',0
,,,,
b'974',b'notice_com_ng',"b'Popular Nollywood star, Dareng is dead - https://t.co/PgRQKF0l3Z #Notice #Nigeria #Naija #Entertainment #bbnaija'",b'Nigeria',0
,,,,
b'975',b'ningi2009',"b'Things @ArewaTwiter suppose to focus on.\n\nNo #COVID19 testing centre in the North.\nThose in IDP camps.\nAlmajiri on the streets.\nBeggers/homeless persons.\n\nApart from #CoronaVirusInNigeria , the last two have hunger to worry about.\n\nWhat are our leaders doing about them???'",b'Nigeria',0
,,,,
b'976',b'Oceano_maliq',b'@thesignalng @MBuhari @CPJAfrica @pressfreedom @GarShehu @SERAPNigeria @HURIWA_NIGERIA @MobilePunch @OfficialAITlive The fear of @MaziNnamdiKanu is the beginning of Aso Rock wisdom. So because the high recommendations they got from the IPOB leader for doing a tremendous job the cabal has banned them \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x86nothing will stop the exposure of Jubril. It must finally happen. #EndNigeriaNow',b'Port Harcort',0
,,,,
b'977',b'OOICampaignOrg',"b'Mad O : 2 Persons confirmed dead from Coronavirus after attending the\xc2\xa0 80th Birthday Party Of Nigeria\xe2\x80\x99s Ambassador To JK, see List 0f guest https://t.co/eMRMXFkG3B'",b'Nigeria',0
,,,,
b'978',b'Comrade_Ndasadu',"b'We will sensitising the public both the community &amp; some Almajiri schools here in Kaduna State, we want to ensure that everyone around us can prevent itself. If you can provide or help with the following items glovers, hand sanitizer, masks, soap towel @B_ELRUFAI @MuhammadAyuba9 https://t.co/ggFudL6uEU'","b'Kaduna, Nigeria'",0
,,,,
b'979',b'iReporteronline',"b'Mad O : 2 Persons confirmed dead from Coronavirus after attending the\xc2\xa0 80th Birthday Party Of Nigeria\xe2\x80\x99s Ambassador To JK, see List 0f guest https://t.co/KibBQVUo5K'",b'Federal Capital Territory',0
,,,,
b'980',b'EmmaTex39884089',b'@HQNigerianArmy Criminals Army boko gov in zoo Nigeria .',b'',0
,,,,
b'981',b'HenryTriiz',"b""When Yar'adua it took Nigerians 3 months without a President to know the President is Dead.\n\nNigeria was WITHOUT President for Months. Even when his corpse was flown in it was still kept a Secret. \n\nWhy can Nigerians know the full Health extent of their President?\n#CovidNGR""",b'ETERNAL BLISS',1
,,,,
b'982',b'NNwome',"b""@Sphinx_Diff @PoliceNG That's why Nigeria is a Zoo""","b'Enugu, Biafraland'",1
,,,,
b'983',b'Tori_Nigeria',b'Photo Of Catholic Priest Found Dead In His Car In Anambra https://t.co/GfRB2chMAY',"b'Lagos, Nigeria'",0
,,,,
b'984',b'Okikpo2',"b'@Realoilsheikh I looked up your bio, you seem daily well educated and not an almajiri, which is rather strange considering that the level of reasoning displayed here is akin to that of an almajiri who has never left the streets of Kano, Kaduna or Bauchi.\nYou really are a sorry case for a human.'",b'',0
,,,,
b'985',b'MEtisiobi',"b""THE SUPREME LEADER OF THE INDIGENOUS PEOPLE OF BIAFRA IPOB WORLDWIDE... MNK. IS THE GREATEST PROPHET OF OUR TIME AROUND THE WORLD...CHRISTAINS DON'T HAVE PROPHET.... ONLY CHRIST LIKE,  LIKE IPOB AND MNK, IS THE ONLY .....THE SON OF GOD ALMIGHTY BEEN CHRIST AND MNK IS TWIN'S TRUE https://t.co/LhHEJsPBiY""",b'',0
,,,,
b'986',b'ijiruth',b'@Danny_Walterr U cover clone buhari In the blood of electricity or gibrie',b'',0
,,,,
b'987',b'scannews24',b'BREAKING: IPOB submits incriminating materials to UN against Nigeria (Read)\n\nhttps://t.co/5aFVzUfOrA',b'Nigeria',0
,,,,
b'988',b'OgbeniCzar',"b""@justmych @APCUKingdom @NOA_Nigeria @GarbaAbari @MBuhari @ProfOsinbajo @NigeriaGov @FMICNigeria @FMWHNIG @TradeInvestNG @NextLevel_APC @apcyouthomoodua @dgebis @trueNija @shittu10 @Equityoyo How much was given to the near-dead CPC? Today, the agency is everywhere. It's all about leadership. What happens to thinking outside the box? The NOA as an agency in this era of social media has less than 18k followers on FB in a country of 200m people. What does that tell u?""","b'Abuja, Nigeria'",0
,,,,
b'989',b'arne_d_h',"b'@tonyschwartz Polling registered voters over landline, who are at home and willing to take the phone call?'","b'Tranby, Norway'",0
,,,,
b'990',b'Uchepager',"b'@ezeoyibo @MrStephenChidi1 @MaziNnamdiKanu Today, the Yaribas have joined the same Kanu to call their beloved kingdom on earth a zoo. And there is no disrespect in calling Nigeria a zoo, it\xc2\xb4s even an upgrade meant'",b'Nigeria',1
,,,,
b'991',b'Motofe',"b""@allibaloo What use is 70% of the population sick with #CoronavirusNigeria? Or 70% dead. Prevention is better than cure. Nigeria doesn't have the capacity to deal with a pandemic #StopTheSpread""","b'England, United Kingdom'",0
