b'id',b'handle',b'message',b'location',b'polarity'
,,,,
b'2327',b'page36news',"b'NEWS ALERT: The Chairman, Association Of Lagos State Indigenous Retired Judges, Justice Isiaka Isola Oluwa, Is Dead - Page 36 - Reducing fake news in Nigeria https://t.co/WZE46fWU4C'",b'Nigeria',0
,,,,
b'2328',b'OmeudoOkwy',b'The zoo called Nigeria#aso rock empty',b'',1
,,,,
b'2329',b'yourme4sheezy',"b""@CChinaeze @BashirAhmaad As much as I agree with some of you Ipob-ians demands, referring to President Boo-Harry as jubril from Sudan is what's turning your agitation into a clownish no-brainer charade. Before you attack me, I love the igbos, I want an igbo president but that Jubril claim is STUPID!""",b'TwitterVerse',1
,,,,
b'2330',b'OziomachukwuO',"b'@NyesomWlKE Nice one sir, this people wants to send their infected almajiri into our land to infect people with the Covid-19 but God will not allow dem.'",b'',1
,,,,
b'2331',b'trend_64',"b'@Phillcollins02 @faithy_richie So my brother, you claim IPOB online but you\xe2\x80\x99re actually in the Zoo in reality \xf0\x9f\x98\x82'","b'Lagos, Nigeria'",1
,,,,
b'2332',b'LewisOluwafemi',"b'@IGHOzod @historickon @Palesa99570181 @HerdsThemi @AfricaFactsZone If we truly have a valid data base , will president Buhari be using fake date of birth , Buhari younger sister celebrated 84 years old but buhari Is claiming to be 70+ ? Have you ever heard of Zuma or ramaphosa using fake date of birth ? \n\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\nOrdinary ghana have a valid data B'","b'Cologne, Germany'",1
,,,,
b'2333',b'ifeoluwa_joel2',"b""@mabziz @OlotuEmmanuel Kaduna Nzeogwu made a grave mistake. \n\nBaby Nigeria was just finding her feet when she was decapitated. Since then, we've been trying to revive a dead country. \n\nImagine if these people lived long and died circa 1990s. We'd never have experienced Babangida, Abacha &amp; co""","b'Magodo GRA, Lagos, Nigeria'",0
,,,,
b'2334',b'lyn67530',"b""@President_aboki @zolodee @UcheOkoyep @EdehAlexi Baby boy, I' don't want to engage you, but my candid advise is NEVER DISH OUT WHAT YOU CAN'T TAKE""",b'',0
,,,,
b'2335',b'Coachnachi3',b'@MrSomtoOkonkwo @UN @EU_Commission @UKParliament @_AfricanUnion @realDonaldTrump @BorisJohnson @netanyahu @USAGov @GOVUK Then the zoo called Nigeria will cry',b'',1
,,,,
b'2336',b'Umar_jaz',"b'They\xe2\x80\x99ll call you Alhaji if you\xe2\x80\x99re rich, they\xe2\x80\x99ll call you Young Alhaji if you\xe2\x80\x99re a rich man\xe2\x80\x99s son. They\xe2\x80\x99ll call you Aboki just cuz you\xe2\x80\x99re from the north. They\xe2\x80\x99ll call you malam if you seem religious. Do anything wrong and they\xe2\x80\x99ll call you Almajiri. Look at them... https://t.co/YecbLWugql'",b'',0
,,,,
b'2337',b'lyn67530',"b""@zolodee @President_aboki @UcheOkoyep @EdehAlexi Haba Solooow, why nah?  Report me for same offence he committed. It doesn't work that way Bro.""",b'',0
,,,,
b'2338',b'JusticeBiafra1',"b""@ikukss @EmekaGift Those defending Nigeria the zoo are All living in blindness they can't even make a common research to find out the truth""",b'',1
,,,,
b'2339',b'Phillcollins02',"b""@faithy_richie We are ahead every morons in Nigeria, that was femi adesina's hand work but only we detected it. It shows that Nigeria what the name zoo!""","b'California, USA'",0
,,,,
b'2340',b'adeyomi',b'I\xe2\x80\x99m not surprised. eating Semo like an almajiri https://t.co/EcFX5hDCnd',b'Abu Dhabi',0
,,,,
b'2341',b'JumatAbdulkare2',"b'@J_Nainna @ShehuSani Oga na simple talk na. Politicians dey use almajiri for election and after election, dem go forget say almajiri dey.'",b'',0
,,,,
b'2342',b'StephenIkechuk4',"b'1 Down Today:\nIndigenous People of Brainwashing (IPOB),stop sending cowards to engage me.\n\nI\xe2\x80\x99m not one of those you can harass with insults, abuses &amp; curses.\n\nI\xe2\x80\x99m \xe2\x80\x98nwa-afor\xe2\x80\x99, born, \xe2\x80\x98bread &amp; buttered\xe2\x80\x99 in Igboland.\n\nSending idiots who\xe2\x80\x99ll block me &amp; run away is Foolishness. https://t.co/uTVj78r21K'","b'Port Harcourt, Nigeria. '",0
,,,,
b'2343',b'IfechukwuOscar',"b""@AgboCurrentman @EmekaGift @MaziNnamdiKanu And nobody in that country is asking any meaningful qustions as regards to why their so called president couldn't do a live broadcast, all they know how to do is coming online claiming intellectuals,  after they'll say IPOB are been insultive......ndi mgbu!!!""",b'UAE',0
,,,,
b'2344',b'zolodee',b'@President_aboki @lyn67530 @UcheOkoyep @EdehAlexi Report him',"b'Lagos, Nigeria'",0
,,,,
b'2345',b'blackjesus007',"b'@KemiOlunloyo The message is pure  warning and a word of advice but our tribal tussle won\'t let us see beyond the words of wisdom...y\'all will come on her TL in coming weeks to say ""ma you warned us o"" but it will be too late..over to you IPOB FC'",b'Nigeria',0
,,,,
b'2346',b'President_aboki',"b'@lyn67530 @zolodee @UcheOkoyep @EdehAlexi Get a side hustle,is not easy to be useless'",b'Kaduna',0
,,,,
b'2347',b'Vokonation',"b'@thepledgengr 30 or 300, we need to ask question on y ppl dey die for north like that!? \n\nCus those Almajiri go carry whatever sickness enta west'","b'Lagos, Nigeria'",0
,,,,
b'2348',b'President_aboki',b'@Waspapping_ Receive sense',b'Kaduna',0
,,,,
b'2349',b'Osase_N',b'@Morris_Monye Kanus words are not needed to know Nigeria is a zoo.',b'Benin ',1
,,,,
b'2350',b'rashman044',"b""@frankiefitzelro @Rowc400 @Dr_A_W_Yusuf @umenta @chimezieatasie @ShehuSani Broda when we trace Almajiri system back it wasn't like that\nThis Almajiri system help the north in terms of Islamic education. But with times everything changed""","b'Kano, Nigeria'",0
,,,,
b'2351',b'EISFELDCHINEMER',"b""A country that is run by propaganda, where a President is dead and replaced by an imposter from sudan, that claims to be the president of Nigeria \xf0\x9f\x87\xb3\xf0\x9f\x87\xac.. a president that can't do a live broadcast is that one a president.\n#AsoRockIsEmpty\n#AsoRockIsEmpty https://t.co/TJ3DTbV95A""",b'',1
,,,,
b'2352',b'lyn67530',"b""@President_aboki @zolodee @UcheOkoyep @EdehAlexi Since you don't want to be useful to yourself and your generation. Then join your ancestors. RIP Ymcmb https://t.co/yol9WVgTSO""",b'',0
,,,,
b'2353',b'kunleconda',"b""@womenvoiceNG_ @AriyoAristotle They can't feed the almajiri kids on export to the south. Defiant looters.""",b'',0
,,,,
b'2354',b'TopeFem',"b""@legitngnews My question and concern is who are those financing this Almajiri? I don't get it.""",b'',0
,,,,
b'2355',b'john_peterjo',"b'@Onuoha_iyk @ayemojubar Buhari is one among the groups holding Nigeria back, short changing Nigerians since independence, calling your home land a zoo make you what? Nigerians generally have a very bad mindset toward managing their own resources, personal and corporate development.'",b'',0
,,,,
b'2356',b'HudusMuhammad1',"b'@Abdul_Majid84 Charity began at home, almajiri get moral then these youths'",b'Kano state of Nigeria',0
,,,,
b'2357',b'Chansarmest1',"b'@Kently111 En s.k. ""Arne""...'","b'Nice, France'",0
,,,,
b'2358',b'Zeekahthegreat',"b""Well to begin with;\n\n1. I can't post bail because I am a woman.\n2. My mother cannot collect my brideprice even though she single handedly raised me, cause she is female.\n3. I cannot become President of Nigeria even if I was qualified casue your gender says over your dead bodies. https://t.co/EWd4ZO5JCg""","b'Federal Capital Territory, Nig'",0
,,,,
b'2359',b'SJIMYAKUS',"b""This is how many were tricked in the zoo(Nigeria) But in the person of Ohamadike Mazi Nnamdi Kanu and the IPOB in general we can't fall for this! With time we would unmask the mask man Jubril Alsudani the Buhari impersonator! Then church agbasaa. @MaziNnamdiKanu https://t.co/9ScMBNqlOK""",b'',1
,,,,
b'2360',b'Morris_Monye',"b""I promise I don't give a damn about Nnamdi Kanu but when you look at his words, you can't help that agree that Nigeria is a zoo... A tragic contraption!""","b'Lagos, Nigeria'",0
,,,,
b'2361',b'StephenIkechuk4',b'@Bashola_Balogun @vikossai2 @ishakaa @MBuhari @benmurraybruce The IPOB idiot has blocked me.\n\nThey think it\xe2\x80\x99s everyone they can harass with insults &amp; curses.\n\n\xf0\x9f\x98\x82',"b'Port Harcourt, Nigeria. '",0
,,,,
b'2362',b'UsherEdwin1',b'@MaziNnamdiKanu @csmonitor @EUinNigeria @nassnigeria @USEmbassyAbuja @UKinNigeria @10DowningStreet @JohnCampbellcfr @StateDept @SilentNigeria @CFR_org the cabal are the most dangerous enemy in zoo called Nigeria',b'',1
,,,,
b'2363',b'arne_jansson',"b'@lovestruckgame Mmm Emeril, then I wait for CeCe tomorrow.'",b'',0
,,,,
b'2364',b'Shola88710606',"b""@OsosaChris @DeeOneAyekooto Those Igbos that hates Buhari are those with criminal mindsets Buhari will not allow to be. They're the fake drugs importers and anything crime. They love Atikutief, FFK and co because those are hard criminals and allow them be. Sick in the brain BUNCH""","b'Chicago, IL'",1
,,,,
b'2365',b'molarah26',"b""Saw this and was reminded of folks that refer to Nigeria as a joke, a lost project, a zoo, etc. because of the missteps of the current rulers.\n\nNigeria is more than its leaders. It's our identity, our children's heritage, the one place we can point to and call home. https://t.co/QlKh2m7eOM""",b'Lagos',0
,,,,
b'2366',b'EdoIpob',"b'@MachuksO @Fearles_Biafran @MaziNnamdiKanu @MaziEmmaOgbonna @MaziEdeh @IPOB_LONDON @radiobiafralive His an Hausa Fulani victim, is not an IPOB member, is an e-rat , ignore him'",b'',0
,,,,
b'2367',b'Shola88710606',"b""@Barikazeez2 @Olando45627090 @OsosaChris Those Igbos that hates Buhari are those with criminal mindsets Buhari will not allow to be. They're the fake drugs importers and anything crime. They love Atikutief, FFK and co because those are hard criminals and allow them be.""","b'Chicago, IL'",1
,,,,
b'2368',b'mazinwakamma',"b'Fulani Herdsmen not a gunmen. Every act of terrorism in Biafraland are being committed by Miyatti Allah the umbrella of Fulani Herdsmen.If you stop the coming of Almajiri, how about the activity of their brothers in your land? This is why we all need #Biafra to stop these gunmen. https://t.co/vcmLqtkoJM'",b'Biafra',1
,,,,
b'2369',b'MalcolmOkadigbo',"b'@RealSolaKuti That\'s the only thing she understand. Almajiri feeding nothing more as long as there brother is sending more loot from beyond it\'s to feed there ""creation "" Almajiri. Others are not Nigerians. But I Hope She Begin\'s to see her Reward. Stop sending you\'re kid\'s to south feed them'","b'Abuja, Nigeria'",0
,,,,
b'2370',b'hartarmah1',"b""This is how they begin almajiri system. They want to systematically feed their almajiris. You that can't effectively give scanty palliative that will feed pupils at home. When you lack innovative ideas, this is what you see. You better talk of how to educate them https://t.co/yFkWwsxufo""",b'Nigeria',0
,,,,
b'2371',b'ejyvik',b'@HAKEEMLECKY @ShehuSani @elrufai As a Senator he would have elevated #almajiri to Nass Clark but your English teacher must first refund the money paid to him',b'Nigeria',0
,,,,
b'2372',b'MuyeYahya',"b'@Ajomo1 @TDejson @john_danfulani You are a twitter almajiri that begs for favor everyday,  sending your account to people.'",b'Minna',0
,,,,
b'2373',b'President_aboki',b'@lyn67530 @zolodee @UcheOkoyep @EdehAlexi Aso rock is always active.\nRip mnk\n#AsoRockisActive',b'Kaduna',0
,,,,
b'2374',b'Malcom__A',"b'If you come on twitter to beg under giveaways, you\xe2\x80\x99re an Almajiri too &amp; you should be deported back to your state of origin, if what qualifies one to be an \xe2\x80\x9cAlmajiri\xe2\x80\x9d is begging then half of those in southern twitter are \xe2\x80\x9cAlmajiris\xe2\x80\x9d &amp; should be deported to Congo or Madagascar.'",b'Within ',0
,,,,
b'2375',b'Obiejazzyup',"b""@MaziNnamdiKanu @csmonitor @EUinNigeria @nassnigeria @USEmbassyAbuja @UKinNigeria @10DowningStreet @JohnCampbellcfr @StateDept @SilentNigeria @CFR_org God has forsaken Nigeria. I pity Yorubas with their chameleon lifestyle.\nLong live #Biafrans long live #MaziNnamdiKanu long live #IPOB. I can't wait to sing biafran national anthem. God bless the city of d rising sun.""",b'Enugu',0
,,,,
b'2376',b'MzNwachinemelu',b'@Fearles_Biafran @MaziNnamdiKanu @MaziEmmaOgbonna @MaziEdeh @IPOB_LONDON @radiobiafralive Who is this ofeke? You are till tiny to abscrib this tweeter name to yourself \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 funny folks. Pls get yourself busy with something meaningful.',b'BIAFRA. ',0
,,,,
b'2377',b'NwadiutoGrace',"b'@hassansarki @MaziNnamdiKanu D moment @hassansarki posted those lies abt IPOB, the whole supporters wia  Yorubas, I did not even spot a single northerner apart 4rm him. Yoruba, hw did u becom lyk dis? Will Biafra independence stop ur success? U concoct lies against igbos all bcos of what? Is it in ur nature?'",b'',1
,,,,
b'2378',b'OkeynwaB',"b'@RaceEastern That is good for #Air Peace because he is fighting for One dead Nigeria that hate him instead of supporting Republic of Biafra and Biafra Freedom. \nWhen you serve the Zoo, you will come back in shame.'",b'',0
,,,,
b'2379',b'President_aboki',"b'@BunxaAly Accept my deep condolences for the demise of mnk.\nHe is such a coward,fool and a pure Demented barbarian \n#AsoRockisActive'",b'Kaduna',0
,,,,
b'2380',b'MaziOnyebuchuk1',"b""200million Biafrans were killed to keep Zoo/nigeria,till date Zoo can't feed it's citizen for  a week #AsoRockIsEmpty https://t.co/ViQkUzU7wq""",b'',1
,,,,
b'2381',b'tibugzy',"b'@white_mosco @UwaChrismary Why do you think Uzor was released because of Nnamdi Kanu? How does this make sense yet alot of IPOB members are still incarcerated. If he MNK is responsible for the release of Uzor, then he should assist release the incarcerated IPOB members. Why celebrate the release of Uzor?'",b'Nigeria',0
,,,,
b'2382',b'OZO_IJELE',"b""The truth is that Yorubas wish they have a man like @MaziNnamdiKanu, they wish they have someone that will selflessly pursue their cause the way MNK is pursuing Biafra cause. They know Nigeria isn't good for anyone, when some of them talk trash about IPOB it is frustration.""","b'North Carolina, USA'",0
,,,,
b'2383',b'nzehify',"b'In just 5 years, General @MBuhari has taken more foreign loans than Abacha, Abdulsalami, Obasanjo, Yar\xe2\x80\x99adua and @GEJonathan combined. From $7 billion in 2015 we now owe $30 billion\n\nAnd he still wants to borrow more! What kind of beggarly almajiri ruler is this?\n\n#AsoRockIsEmpty'",b'',0
,,,,
b'2384',b'TrsBoogie',b'This what I be saying \xf0\x9f\x98\xad\xf0\x9f\x98\x82 Y\xe2\x80\x99all \xe2\x80\x9cChristians\xe2\x80\x9d kill me \xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f https://t.co/fLImhNSXE7',"b'Newark, NJ'",0
,,,,
b'2385',b'Arne_Ennulat59',b'Angela Merkel is not our German Chancellor. She is a DEEP STATE MARIONET and should disappear. https://t.co/FJSumkl8Am https://t.co/10nn90mDCK',b'',0
,,,,
b'2386',b'arne_hz',"b""Greeks marvel at Britain's Covid chaos as their lockdown lifts after 150 deaths\n\nhttps://t.co/mCNDKrjtQG""",b'Cardiff',0
,,,,
b'2387',b'President_aboki',b'@Fundavies1 #AsoRockisActive \nBiafra is dead and buried',b'Kaduna',1
,,,,
b'2388',b'IjenduC',b'@EmekaGift The zoo called Nigeria is a terrorist',b'',1
,,,,
b'2389',b'chukwuebere4',"b""If governor @elrufai could climb a truck to stop almajiri's from entering Kaduna state, why are they sending them down to south East? \n\nWe will not entertain Almajiri in South East!!! https://t.co/iiIbUwmfWx""",b'',0
,,,,
b'2390',b'fifidiggs82',"b'@realFFK One thing is for sure, the spread is the slowest in Africa because in Nigeria its been with us for over 70 days and cases and deaths are relatively low in comparison to other countries, at least the dead cant be hidden now can they? God is in control and we shall see this through'",b'',0
,,,,
b'2391',b'ikembah2',"b""Arewa north has been lying to themselves thinking they are deceiving other regions, they claim to be most powerful, produce the richest man,they lied they are feeding the entire nation, but few weeks of #COVID19,can't feed their almajiri children, moving them #South for survival. https://t.co/SiyCse1ja9""",b'',1
,,,,
b'2392',b'ChineduOkenwa2',"b'Its going to be bombshell to the #Zoo,Nigeria as @MaziNnamdiKanu will be delivering the msg of truth 2nit\n#AsoRockIsEmpty bcoz #ZooHasFallen'","b'Enugu, Biafra '",1
,,,,
b'2393',b'IjenduC',b'@EmekaGift The zoo called Nigeria has fall and Expired never to woke again',b'',1
,,,,
b'2394',b'President_aboki',b'@Emekaezz #AsoRockisActive \nBiafra is dead and buried',b'Kaduna',0
,,,,
b'2395',b'IjenduC',b'@EmekaGift The zoo called Nigeria is a terrorist organisation by China and 419 and Evil',b'',1
,,,,
b'2396',b'metrowatchng',"b'COVID-19: Kwara Rejects Katsina\xe2\x80\x99s \xe2\x80\x98Gift\xe2\x80\x99 of 200 Almajiri, Turns Them Back to Sender https://t.co/CaUCuHcRLB'",b'',0
,,,,
b'2397',b'vikossai2',"b""@StephenIkechuk4 @ishakaa @Bashola_Balogun @MBuhari @benmurraybruce Poverty and ignorance has already wiped out your family. You are like the standard unit of failure. Your lineage is a cursed one. \nYou don't have Igbo blood rather your are an almajiri. Your were sold out and your destiny stolen. You will never amount to anything good""",b'',0
,,,,
b'2398',b'JayYemi',b'@Al_ameen_Yabo Nigeria is a ZOO.',"b'Frankfurt on the Main, Germany'",1
,,,,
b'2399',b'President_aboki',b'@ChelsTracy Yesooooo\n#AsoRockisActive',b'Kaduna',0
,,,,
b'2400',b'ObinnaDuke3',"b'I have been hearing of Almajiri testing positive to corona virus, but how many of them have died of the pandemic?\nThe man bellow is also asking this question. But he is going scientific. https://t.co/Zl8GiURcED'","b'Iju, Nigeria'",0
,,,,
b'2401',b'ChidiOb29136590',b'The zoo must fall and Biafra must emerg! Join #IPOB now.',b'',1
,,,,
b'2402',b'TBRVorg',b'The gospel of Chiukwu okike through his servant the IPOB Leader @MaziNnamdiKanu continues today Sunday 10/05/2020 at exactly 7pm Biafra Land time.\n\nListen via all the provided platforms. Biafra restoration is a done deal.\n\n@oluchristty\n@biafra4ever\n@ArinzechukwuE13\n\nTBRV | Biafra https://t.co/92CnyI4gBp',"b'Biafra, West Africa'",0
,,,,
b'2403',b'Tony_CruIZE',"b""@Oluwaseyiale @_Adadioramma @sisinife I just told you what an almajiri is, why didn't you thank me for that knowledge!? Because you have written off Almajiris as if it is forbidden that they have children. Since you have checked my page you know my stand is for God and the Bible.. have a good day""",b'IN THE SPIRIT',0
,,,,
b'2404',b'Shola88710606',"b""@OsosaChris People can deceive themselves. They shout Biafra, Ipob etc but still scattering all over the country doing businesses etc. If you want independence. First go back home with all u have and develop your home. That's the only way to ask 4 divorce not shouting..""","b'Chicago, IL'",0
,,,,
b'2405',b'Dr_A_W_Yusuf',"b'@KamorAcct @chimezieatasie @ShehuSani There is no relationship between Almajiri and Boko Haram or any criminal activities. Only that in every community, criminals are found. Those found in Hausa land are not caused by Almajiris. In fact, you hardly find criminal in the north that attended Almajiri system of education'","b'Wudil, Kano, Nigeria'",0
,,,,
b'2406',b'NwaBiaf96437368',b'The Zoo called Nigeria must fall',b'',1
,,,,
b'2407',b'VictorEjikeme4',"b""@andreachichi @Latexxbro @ChelsTracy @Chikwe_I They were buried by IPOB just the way IPOB wanted to bury them. The charade during and post anyone's burial will not resurrect them, it's just a last respect. During a Plane Crash, the family only gets ashes &amp; in most cases the bodies are never found. A .....\n#AsoRockIsEmpty""",b'Anywhere freedom leads. ',0
,,,,
b'2408',b'viv_cooper',"b'@Rudy48053087 @chrisgregson123 @thegrimbarian @dw2essex @NielsOckelmann @CharlieHicks90 @european_kate @Ciolfilicious1 @fw_mason @Tonster071 @giles2905 @littlebritain5 @butlerrichard2 @davidjamesrobe4 @MattAdkin @JohnRya13591294 @cathyby @Charlie_45uk @Peeka_P @07glen @mindedmusically @BeakyDruggan @IanGianni @smtfhw @meNabster @f505eb72b9cd493 @Davidmetroland @kid_alabama @MattFingersArni @BeowulfSchaefer @IrishMike15 @Jag11814459 @Remain39932481 @Chris_not_a_bot @quark15 @David_Vaporium @JamessReality @VeuveK @Holdstk @Swen28002 @vpleasantries @WasOnceLoved @lisamariahoenig @brianbloop2 @resiguru @MarkInNorthWest @CharithRuckmal @GentlemanGeorge @castradeva @d5_rss &gt; The replies of these young women shocked me.\nThere was a greater belief, they said, which superseded that one.\n\nChristians might believe that the top commandment was \xe2\x80\x98Thou shalt not kill\xe2\x80\x99, but they told me that Muslims believe it is right to kill for God.\n\nThey called it Jihad.'",b'',0
,,,,
b'2409',b'ChizzyC7',"b'@MaziNnamdiKanu @csmonitor @EUinNigeria @nassnigeria @USEmbassyAbuja @UKinNigeria @10DowningStreet @JohnCampbellcfr @StateDept @SilentNigeria @CFR_org The more Zoo delays, the more Nigeria delays to give us BIAFRA Refredum or tell us to go, the more it will drag every body down with it, I said every idoit will go down in the Zoo.\n#ChizzyC7Talk\n\n@hrw @MaziNnamdiKanu @GermanyDiplo @WhiteHouse\n@UNICEF\n\n#ZooIsEmpty #AsoRockIsEmpty'","b'Bonn, Germany'",0
,,,,
b'2410',b'_AYOrasheed',"b""@MrLekanAdigun I'll stand in solidarity with you that day! @adeyanjudeji I'll be issuing you an e_almajiri slap that day.""","b'\xd9\x85\xd9\x83\xd8\xa9 \xd8\xa7\xd9\x84\xd9\x85\xd9\x83\xd8\xb1\xd9\x85\xd8\xa9\xd9\x8a\xd8\xa9 Kaduna, Mando'",0
,,,,
b'2411',b'kemie_joel',"b'@Labaz1 @BashirAhmaad @MBuhari GEJ once said that and voted out of office. Your almighty Buhari came on a mantra of change and fake integrity but has ushered in the highest level of  nepotism, incompetence, deceit and cluelessness and highest debt profile ever witnessed in the history of Nigeria.'","b'Abuja, Nigeria'",0
,,,,
b'2412',b'ChizzyC7',"b'The more Zoo delays, the more Nigeria delays to give us BIAFRA Refredum or tell us to go, the more it will drag every body down with it, I said every idoit will go down in the Zoo.\n#ChizzyC7Talk\n\n@hrw @MaziNnamdiKanu @GermanyDiplo @WhiteHouse\n@UNICEF\n\n#ZooIsEmpty #AsoRockIsEmpty'","b'Bonn, Germany'",0
,,,,
b'2413',b'Chalzameh1',b'@nwaEleberi @NgoesinaI @OsosaChris @iPob A very Big idiot at that. Hatred has killed them all. IPOB Terrorist dem.. \xf0\x9f\x98\x82 \xf0\x9f\x98\x82 \xf0\x9f\x98\x82',"b'Eko, Nigeria'",1
,,,,
b'2414',b'eed_adams',b'These are the real #COVIDIOTS remember these are neither Almajiri nor from the North oo\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82they are Igbo #COVIDIOTS https://t.co/njuzdXIpvn',"b'Kano, Nigeria'",0
,,,,
b'2415',b'nzefedinand',"b'Yoruba Fulani will swallow you alive, better leave evil for evil may leave you..'",b'Enugu Nigeria',1
,,,,
b'2416',b'joshrealnice',"b'Things may come to those who WAIT, but only the things left by those who HUSTLE\xe2\x80\x9d- Abraham Lincoln.\n\nThe Cabal ruling Nigeria has no intention of leaving anything to you. You speak, they arrest you! You protest, they KILL you! Fight for it\n\nJoin #IPOB and HUSTLE for your freedom'",b'',1
,,,,
b'2417',b'Tony_CruIZE',"b""@Oluwaseyiale @_Adadioramma @sisinife Almajiri means someone who migrated from his home in search of Islamic knowledge. Though it has become a term for people who beg and who don't have western education. They have the same rights as you do to have children, the only issue is their indoctrination and lack of exposure""",b'IN THE SPIRIT',
,,,,
b'2418',b'Gsalvatore1',b'@elleoboho @loistruly This Almajiri thing is orchestrated. They banned Almajiri with lip service. They never addressed the cause like multiple marriages even with scarce resources or trying to make the change culturally or through the imams and co. They just started dispersing it across the states.',"b'Rayfield, Jos.'",0
,,,,
b'2419',b'nora_boobs',b'The future president of Nigeria is here.\nAboki wey no get sense go continue to rule us if we no divide this country.\n#AsoRockIsEmpty https://t.co/dSsuXwhyCl',b' nigeria',0
,,,,
b'2420',b'Chukwum44380648',b'The truth is bitter. Plenty infected almajiri kids arrived safely last night across 5 states. Continue abusing me or start protesting it online. Your Governors are all online and mainstream journalists are not allowed to report it. They tell me.',b'',0
,,,,
b'2421',b'NwadiutoGrace',"b'@hassansarki @MaziNnamdiKanu See them, the one n only cowardly tribe in Nig. Speaking against IPOB as if they were bribed 2 so do. Liars! That is why ur Femi Adesina referred 2 u as ""used tissue"" as Nig govt keeps using n dumping u. An Hausa man wud rada trust a Biafran than a Yoruba bcos u guys re snitches.'",b'',1
,,,,
b'2422',b'WvTrump',"b'The TOTALLY Corrupt:\nDem, RINO, MSM &amp; Deep State Cabal are: \nAntiAmerican &amp; Pro-Globalization.\nThey want depopulation of us but not them!\nThey want to be in charge of a COMPLETE Dictatorship.\nTake ALL our Freedom.\nIllegals First = cheap labor.\nKill all Christians/Conservatives. https://t.co/3vVduHEbIK'","b'West Virginia, USA'",1
,,,,
b'2423',b'Rudy48053087',"b'@viv_cooper @chrisgregson123 @thegrimbarian @dw2essex @NielsOckelmann @CharlieHicks90 @european_kate @Ciolfilicious1 @fw_mason @Tonster071 @giles2905 @littlebritain5 @butlerrichard2 @davidjamesrobe4 @MattAdkin @JohnRya13591294 @cathyby @Charlie_45uk @Peeka_P @07glen @mindedmusically @BeakyDruggan @IanGianni @smtfhw @meNabster @f505eb72b9cd493 @Davidmetroland @kid_alabama @MattFingersArni @BeowulfSchaefer @IrishMike15 @Jag11814459 @Remain39932481 @Chris_not_a_bot @quark15 @David_Vaporium @JamessReality @VeuveK @Holdstk @Swen28002 @vpleasantries @WasOnceLoved @lisamariahoenig @brianbloop2 @resiguru @MarkInNorthWest @CharithRuckmal @GentlemanGeorge @castradeva @d5_rss They do, but it\'s not like Christians aren\'t happy to kill people too.\n\nFrom the Quran\n\n""whoever slays a soul, unless it be for manslaughter or for mischief in the land, it is as though he slew all men; and whoever keeps it alive, it is as though he kept alive all men""'",b'',0
,,,,
b'2424',b'WvTrump',"b'@RobertJohnDavi The TOTALLY Corrupt:\nDem, RINO, MSM &amp; Deep State Cabal are: \nAntiAmerican &amp; Pro-Globalization.\nThey want depopulation of us but not them!\nThey want to be in charge of a COMPLETE Dictatorship.\nTake ALL our Freedom.\nIllegals First = cheap labor.\nKill all Christians/Conservatives.'","b'West Virginia, USA'",1
,,,,
b'2425',b'Aitemej1',b'@womenvoiceNG_ He and his evil team must have been regretting rigging the last presidential election\nThey can never enjoy peace even after leaving office \nIn fact the spirit of many innocent Nigerians who suffered and died in the hands of the killer Fulani herdsmen in forests will hunt them',"b'Ijebu-Ode, Nigeria'",1
,,,,
b'2426',b'mazi_manulu',"b""@SamMolecule Who is this mumu? Well I'm not surprised, your fathers has been supporting evil right from time, and at the end the Hausa and Fulani will still kill them just as they killed Ahmadu Bello and tafawa balewa.. coward Yoruba people can never learn from their past #AsoRockIsEmpty""","b'Lagos, Nigeria'",1
,,,,
b'2427',b'Muhaytu',"b""@200OKDeveloper @AttahirBabaji @aminuhs @GovKaduna We are not talking about yahoo boys ode buruku, we are talking about our brothers ojadu. Oga you're just an ordinary mf person of no worth bc you're not any better than almajiri 'get that into your mega forehead' Bolo omo \xc3\xa0l\xc3\xa8""",b'On Earth\xe2\x98\xba ',0
,,,,
b'2428',b'amkmusty',b'This is Almajiri pingpong. The situation in Nigeria is so unfortunate. https://t.co/NXYnaF8GmH',b'',0
,,,,
b'2429',b'DavidOl57450723',b'Secondly most of them on this app don\xe2\x80\x99t know that what we\xe2\x80\x99re doing is right. and not against even the constitution of the zoo republic called Nigeria. They most get sense by force \xf0\x9f\x99\x8c\xf0\x9f\x8f\xbf',"b'Rome, Lazio'",1
,,,,
b'2430',b'patoakinshilo',b'@TenovaTenChido More like IPOB Gerrard sef',b'Gotham City',0
,,,,
b'2431',b'OkabiaPrince',b'@MaziNnamdiKanu @csmonitor @EUinNigeria @nassnigeria @USEmbassyAbuja @UKinNigeria @10DowningStreet @JohnCampbellcfr @StateDept @SilentNigeria @CFR_org I once told tissue papers of Nigeria that the only way to be free from zoo is to stand with MNK but they attack me',b'Nederland',1
,,,,
